trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text.started,key_resp.started,ins.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,thanks.started,text_2.started,thanks.stopped,participant,session,date,expName,psychopyVersion,expStart
,,,,,,0.051363583,0.087032,0.087032,1.204948416,space,1.082648666,None,,,,,,,,,,,,,,,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
0,0,0,0,1.295179375,,,,,,,,,1.210374375,10,1.295179375,1.295179375,0.042220334,2.129876416,[0.13],[0.2777777777777778],[1],[0],[0],[0.8823234579758719],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
1,0,1,0,2.160549875,,,,,,,,,2.135320083,5,2.160549875,2.160549875,0.015678542,3.048012666,[0.16555555555555557],[-0.06888888888888889],[1],[0],[0],[0.8976237500319257],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
2,0,2,0,3.076769291,,,,,,,,,3.052070541,5,3.076769291,3.076769291,0.015186,4.356240416,[-0.41333333333333333],[0.29555555555555557],[1],[0],[0],[1.2895417499821633],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
3,0,3,0,4.385334916,,,,,,,,,4.360385541,5,4.385334916,4.385334916,0.015364833,5.82939525,[0.06444444444444444],[-0.43555555555555553],[1],[0],[0],[1.454271416994743],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
4,0,4,0,5.858571958,,,,,,,,,5.833468666,5,5.858571958,5.858571958,0.015055917,6.823346583,[0.29],[0.07333333333333333],[1],[0],[0],[0.975366041995585],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
5,0,5,0,6.872304208,,,,,,,,,6.827467125,10,6.872304208,6.872304208,0.028917459,8.545621875,[0.46555555555555556],[-0.23666666666666666],[1],[0],[0],[1.6898603340378031],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
6,0,6,0,8.592409583,,,,,,,,,8.54970675,10,8.592409583,8.592409583,0.028911417,9.865604791,[0.18222222222222223],[0.11555555555555555],[1],[0],[0],[1.287536958931014],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
7,0,7,0,9.918673875,,,,,,,,,9.869868583,10,9.918673875,9.918673875,0.030927708,11.50703867,[0.45222222222222225],[-0.18888888888888888],[1],[0],[0],[1.6068969160551205],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
8,0,8,0,11.55349583,,,,,,,,,11.51119483,10,11.55349583,11.55349583,0.028532875,12.97688483,[-0.38555555555555554],[0.025555555555555557],[1],[0],[0],[1.4376744169276208],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
9,0,9,0,13.024521,,,,,,,,,12.98120846,10,13.024521,13.024521,0.029262792,14.69699971,[0.4011111111111111],[-0.47555555555555556],[1],[0],[0],[1.6870430420385674],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
10,0,10,0,14.74363325,,,,,,,,,14.70114958,10,14.74363325,14.74363325,0.028848417,16.24728413,[0.4122222222222222],[-0.32555555555555554],[1],[0],[0],[1.5178918750025332],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
11,0,11,0,16.29402971,,,,,,,,,16.25139371,10,16.29402971,16.29402971,0.028931541,17.44397521,[-0.31333333333333335],[-0.2866666666666667],[1],[0],[0],[1.1641899580135942],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
12,0,12,0,17.47410063,,,,,,,,,17.44826871,5,17.47410063,17.47410063,0.015730166,18.65868163,[-0.46],[-0.04555555555555556],[1],[0],[0],[1.1951790420571342],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
13,0,13,0,18.70759875,,,,,,,,,18.66319404,10,18.70759875,18.70759875,0.029641167,19.50490633,[-0.37777777777777777],[0.3411111111111111],[1],[0],[0],[0.8125858749262989],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
14,0,14,0,19.5522995,,,,,,,,,19.50906896,10,19.5522995,19.5522995,0.029239875,20.60999329,[0.06888888888888889],[0.21],[1],[0],[0],[1.0723099999595433],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
15,0,15,0,20.63940771,,,,,,,,,20.61409633,5,20.63940771,20.63940771,0.015579917,21.46389142,[0.18777777777777777],[0.18666666666666668],[1],[0],[0],[0.8348193750716746],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
16,0,16,0,21.51071533,,,,,,,,,21.46801671,10,21.51071533,21.51071533,0.028876958,22.36073517,[-0.29888888888888887],[0.08666666666666667],[1],[0],[0],[0.8644602079875767],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
17,0,17,0,22.40748342,,,,,,,,,22.36486233,10,22.40748342,22.40748342,0.0289645,23.77369887,[0.48444444444444446],[0.021111111111111112],[1],[0],[0],[1.3804724588990211],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
18,0,18,0,23.80298963,,,,,,,,,23.77785417,5,23.80298963,23.80298963,0.015292875,25.23021813,[0.2788888888888889],[-0.1688888888888889],[1],[0],[0],[1.4375879589933902],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
19,0,19,0,25.27772688,,,,,,,,,25.23438958,10,25.27772688,25.27772688,0.029211541,26.66606958,[0.04111111111111111],[-0.44555555555555554],[1],[0],[0],[1.4026432500686496],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
20,0,20,0,26.71738904,,,,,,,,,26.67056025,10,26.71738904,26.71738904,0.031688916,28.03715817,[-0.42333333333333334],[-0.30777777777777776],[1],[0],[0],[1.335592292016372],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
21,0,21,0,28.06665033,,,,,,,,,28.04134025,5,28.06665033,28.06665033,0.015249,28.98547508,[-0.1411111111111111],[0.30444444444444446],[1],[0],[0],[0.9287905420642346],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
22,0,22,0,29.04536671,,,,,,,,,28.99054371,10,29.04536671,29.04536671,0.03704075,30.60360538,[0.06111111111111111],[-0.26222222222222225],[1],[0],[0],[1.575962083064951],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
23,0,23,0,30.69231767,,,,,,,,,30.61219467,10,30.69231767,30.69231767,0.057870167,31.85028125,[-0.28888888888888886],[-0.4066666666666667],[1],[0],[0],[1.1816437920788303],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
24,0,24,0,31.87985067,,,,,,,,,31.85443783,5,31.87985067,31.87985067,0.015606458,32.93702879,[-0.42444444444444446],[0.44666666666666666],[1],[0],[0],[1.0675062499940395],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
25,0,25,0,32.98461192,,,,,,,,,32.94120708,10,32.98461192,32.98461192,0.029129042,34.13059346,[-0.12222222222222222],[-0.17],[1],[0],[0],[1.160842709010467],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
26,0,26,0,34.15961808,,,,,,,,,34.134742,5,34.15961808,34.15961808,0.015479834,34.88066004,[-0.09888888888888889],[0.09888888888888889],[1],[0],[0],[0.7310374579392374],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
27,0,27,0,34.90936454,,,,,,,,,34.88473208,5,34.90936454,34.90936454,0.015034125,35.70781342,[0.04],[0.1622222222222222],[1],[0],[0],[0.8086345830233768],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
28,0,28,0,35.75462408,,,,,,,,,35.71197725,10,35.75462408,35.75462408,0.028677542,36.86239633,[-0.19444444444444445],[0.42333333333333334],[1],[0],[0],[1.1223070410778746],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
29,0,29,0,36.89155846,,,,,,,,,36.866578,5,36.89155846,36.89155846,0.015279417,38.28113704,[0.38666666666666666],[-0.3422222222222222],[1],[0],[0],[1.3998554580612108],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
30,0,30,0,38.31028758,,,,,,,,,38.28528229,5,38.31028758,38.31028758,0.015118375,39.29737129,[0.2222222222222222],[-0.15555555555555556],[1],[0],[0],[0.9976064999355003],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
31,0,31,0,39.32657458,,,,,,,,,39.30150017,5,39.32657458,39.32657458,0.015109042,40.88073596,[0.027777777777777776],[-0.4266666666666667],[1],[0],[0],[1.564676458016038],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
32,0,32,0,40.927454,,,,,,,,,40.88482392,10,40.927454,40.927454,0.02895675,41.91166163,[-0.11444444444444445],[0.1322222222222222],[1],[0],[0],[0.998456959030591],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
33,0,33,0,41.94108508,,,,,,,,,41.91578688,5,41.94108508,41.94108508,0.015197625,43.46462346,[-0.47888888888888886],[-0.09888888888888889],[1],[0],[0],[1.5341756250709295],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
34,0,34,0,43.49377246,,,,,,,,,43.46876033,5,43.49377246,43.49377246,0.015073958,45.09130975,[0.38222222222222224],[0.37777777777777777],[1],[0],[0],[1.6080981669947505],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
35,0,35,0,45.13863083,,,,,,,,,45.09537938,10,45.13863083,45.13863083,0.029177625,48.51221817,[-0.08888888888888889],[-0.4411111111111111],[1],[0],[0],[3.388229583040811],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
36,0,36,0,48.55871463,,,,,,,,,48.51638238,10,48.55871463,48.55871463,0.028687917,50.95212746,[0.31666666666666665],[0.3233333333333333],[1],[0],[0],[2.407492999918759],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
37,0,37,0,50.98229908,,,,,,,,,50.95674654,5,50.98229908,50.98229908,0.015817958,51.99408946,[0.4911111111111111],[0.35888888888888887],[1],[0],[0],[1.0221251669572666],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
38,0,38,0,52.04122683,,,,,,,,,51.99823696,10,52.04122683,52.04122683,0.02882575,55.5085245,[0.1288888888888889],[0.03333333333333333],[1],[0],[0],[3.482075250009075],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
39,0,39,0,55.55530896,,,,,,,,,55.51268383,10,55.55530896,55.55530896,0.028706666,56.49855975,[0.034444444444444444],[0.13444444444444445],[1],[0],[0],[0.9577611250570044],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
40,0,40,0,56.527541,,,,,,,,,56.50267308,5,56.527541,56.527541,0.015205042,57.58171892,[-0.31444444444444447],[0.37777777777777777],[1],[0],[0],[1.0643417909741402],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
41,0,41,0,57.61068183,,,,,,,,,57.58587196,5,57.61068183,57.61068183,0.014979042,58.79176621,[0.26222222222222225],[0.20555555555555555],[1],[0],[0],[1.191508249961771],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
42,0,42,0,58.84292625,,,,,,,,,58.79588229,10,58.84292625,58.84292625,0.028853292,60.65489037,[-0.3933333333333333],[-0.2588888888888889],[1],[0],[0],[1.83072783309035],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
43,0,43,0,60.68430596,,,,,,,,,60.65905608,5,60.68430596,60.68430596,0.015538333,62.38209863,[0.24333333333333335],[-0.3511111111111111],[1],[0],[0],[1.70813341694884],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
44,0,44,0,62.42901042,,,,,,,,,62.38622962,10,62.42901042,62.42901042,0.02853225,63.92654288,[0.4033333333333333],[0.28],[1],[0],[0],[1.5123348750639707],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
45,0,45,0,63.97301188,,,,,,,,,63.93067371,10,63.97301188,63.97301188,0.028499792,65.80875429,[0.14333333333333334],[-0.3877777777777778],[1],[0],[0],[1.8501229169778526],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
46,0,46,0,65.83772392,,,,,,,,,65.81291196,5,65.83772392,65.83772392,0.015095834,66.89250196,[-0.3333333333333333],[-0.10111111111111111],[1],[0],[0],[1.0650628749281168],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
47,0,47,0,66.94131033,,,,,,,,,66.89659013,10,66.94131033,66.94131033,0.028546083,68.26447508,[-0.15333333333333332],[-0.4388888888888889],[1],[0],[0],[1.3399397919420153],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
48,0,48,0,68.31130117,,,,,,,,,68.26864963,10,68.31130117,68.31130117,0.02854825,69.82537946,[-0.2644444444444444],[-0.4622222222222222],[1],[0],[0],[1.528512499993667],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
49,0,49,0,69.91518113,,,,,,,,,69.83336058,10,69.91518113,69.91518113,0.056547417,71.42574,[0.10111111111111111],[-0.2922222222222222],[1],[0],[0],[1.5372523330152035],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
50,0,50,0,71.47299246,,,,,,,,,71.42998121,10,71.47299246,71.47299246,0.028891083,72.782544,[0.2588888888888889],[0.0011111111111111111],[1],[0],[0],[1.324169166968204],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
51,0,51,0,72.829172,,,,,,,,,72.78667546,10,72.829172,72.829172,0.028579958,74.543994,[0.18666666666666668],[-0.2411111111111111],[1],[0],[0],[1.7293743339832872],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
52,0,52,0,74.57289946,,,,,,,,,74.54806388,5,74.57289946,74.57289946,0.015209916,75.89284542,[0.48444444444444446],[-0.12666666666666668],[1],[0],[0],[1.3300355829996988],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
53,0,53,0,75.94068671,,,,,,,,,75.89695713,10,75.94068671,75.94068671,0.028801542,77.16908242,[0.2411111111111111],[0.35555555555555557],[1],[0],[0],[1.2439016670687124],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
54,0,54,0,77.21585954,,,,,,,,,77.17320021,10,77.21585954,77.21585954,0.028474417,80.128712,[0.023333333333333334],[-0.3188888888888889],[1],[0],[0],[2.927648124983534],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
55,0,55,0,80.17577387,,,,,,,,,80.13285758,10,80.17577387,80.17577387,0.028877083,83.46555621,[0.4777777777777778],[-0.03333333333333333],[1],[0],[0],[3.3044203330064192],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
56,0,56,0,83.49515263,,,,,,,,,83.46982888,5,83.49515263,83.49515263,0.015535334,85.74664438,[-0.14222222222222222],[0.43333333333333335],[1],[0],[0],[2.26173845899757],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
57,0,57,0,85.79020892,,,,,,,,,85.75293537,5,85.79020892,85.79020892,0.023191542,87.86819438,[-0.3111111111111111],[-0.45555555555555555],[1],[0],[0],[2.0930307500530034],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
58,0,58,0,87.91660742,,,,,,,,,87.87248021,10,87.91660742,87.91660742,0.029754041,89.97852283,[-0.13],[0.19444444444444445],[1],[0],[0],[2.0769328330643475],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
59,0,59,0,90.00778004,,,,,,,,,89.98265083,5,90.00778004,90.00778004,0.015442625,91.21626892,[-0.4822222222222222],[-0.4633333333333333],[1],[0],[0],[1.2186662079766393],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
60,0,60,0,91.24546363,,,,,,,,,91.2204315,5,91.24546363,91.24546363,0.015003584,93.27702404,[0.2911111111111111],[-0.48],[1],[0],[0],[2.0421938330400735],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
61,0,61,0,93.30619217,,,,,,,,,93.28112863,5,93.30619217,93.30619217,0.015206708,94.53324004,[0.39222222222222225],[0.04111111111111111],[1],[0],[0],[1.23750895797275],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
62,0,62,0,94.56295679,,,,,,,,,94.53751804,5,94.56295679,94.56295679,0.015410333,95.70946475,[0.23666666666666666],[0.3977777777777778],[1],[0],[0],[1.1571328750578687],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
63,0,63,0,95.73861904,,,,,,,,,95.71361054,5,95.73861904,95.73861904,0.014951875,96.99257858,[-0.31],[0.19666666666666666],[1],[0],[0],[1.2646188338985667],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
64,0,64,0,97.03972037,,,,,,,,,96.99677375,10,97.03972037,97.03972037,0.028773333,98.83121621,[0.49],[-0.2477777777777778],[1],[0],[0],[1.8062530419556424],['target'],,,,AN,1,2024-10-04_11h21.46.712,V3,2024.1.5,2024-10-04 11h21.52.492013 +0530
