reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Ins.started,text_3.started,key_resp_2.started,Ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.011609582987148315,0.03248820797307417,0.03248820797307417,1.9735465829726309,space,1.908621000009589,None,,,,,,,,,,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,0,0,0,6,2.0064442500006407,,,,,,,,,1.9842087919823825,2.0064442500006407,2.971968707977794,2.971968707977794,3.0032640830031596,3.8544639999745414,t,0.874880499963183,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,0,1,1,0,3.8714775419794023,,,,,,,,,3.8559389999718405,3.8714775419794023,4.855144666973501,4.855144666973501,4.862617207982112,5.357757958001457,l,0.49165962502593175,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,0,2,2,3,5.372104250011034,,,,,,,,,5.358576916973107,5.372104250011034,6.354423041979317,6.354423041979317,6.369115167006385,6.787976624967996,t,0.42620920797344297,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,0,3,3,2,6.803291167016141,,,,,,,,,6.788929958012886,6.803291167016141,7.787541042023804,7.787541042023804,7.796100042003673,8.23119612497976,l,0.43855537503259256,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,0,4,4,5,8.247838374983985,,,,,,,,,8.232224249979481,8.247838374983985,9.22906491701724,9.22906491701724,9.246187667013146,9.671407916990574,t,0.43554716696962714,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,0,5,5,4,9.686245542019606,,,,,,,,,9.67237937496975,9.686245542019606,10.671201042016037,10.671201042016037,10.679533082991838,11.214891417010222,t,0.5372012500301935,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,0,6,6,1,11.237033916986547,,,,,,,,,11.215832667017821,11.237033916986547,12.213354250008706,12.213354250008706,12.229734292021021,12.67150437500095,l,0.4522067499929108,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,1,0,7,3,12.686256291985046,,,,,,,,,12.67230550001841,12.686256291985046,13.671461249992717,13.671461249992717,13.67974204197526,14.114639542007353,t,0.43622170796152204,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,1,1,8,5,14.12951283302391,,,,,,,,,14.115442416979931,14.12951283302391,15.1130387079902,15.1130387079902,15.12003112497041,15.615075042005628,t,0.49735054100165144,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,1,2,9,4,15.630500125000253,,,,,,,,,15.616040457971394,15.630500125000253,16.613161624991335,16.613161624991335,16.62003445799928,17.321004416968208,t,0.7012409589951858,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,1,3,10,0,17.33471725002164,,,,,,,,,17.321807125001214,17.33471725002164,18.321614083019085,18.321614083019085,18.32981700001983,18.815046791976783,l,0.4851749999797903,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,1,4,11,1,18.830305583018344,,,,,,,,,18.815923082991503,18.830305583018344,19.813161958009005,19.813161958009005,19.82023879198823,20.408234082977287,l,0.5840720000560395,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,1,5,12,2,20.419621500012,,,,,,,,,20.409047042019665,20.419621500012,21.406347208016086,21.406347208016086,21.413361167011317,21.86524987500161,t,0.4518325839890167,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,1,6,13,6,21.880314583017025,,,,,,,,,21.86629674996948,21.880314583017025,22.863225166976918,22.863225166976918,22.869962457974907,23.388953957997728,l,0.5214291249867529,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,2,0,14,6,23.399631624983158,,,,,,,,,23.38991279201582,23.399631624983158,24.388314625015482,24.388314625015482,24.39675229199929,25.398454917012714,t,1.0031905409996398,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,2,1,15,4,25.414193541975692,,,,,,,,,25.39941466698656,25.414193541975692,26.39678620797349,26.39678620797349,26.403789291973226,27.39196079201065,t,0.9840485419845209,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,2,2,16,3,27.40395437501138,,,,,,,,,27.392787125019822,27.40395437501138,28.38930054201046,28.38930054201046,28.396222667011898,29.771595957980026,t,1.3754504999960773,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,2,3,17,1,29.785466416971758,,,,,,,,,29.772376667009667,29.785466416971758,30.772262541984674,30.772262541984674,30.77929612499429,31.49851479200879,l,0.7176851670374162,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,2,4,18,0,31.51349083299283,,,,,,,,,31.499313833017368,31.51349083299283,32.496143249969464,32.496143249969464,32.50308145798044,33.03782220801804,l,0.5348537910031155,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,2,5,19,2,33.05208691698499,,,,,,,,,33.03862904198468,33.05208691698499,34.039267708023544,34.039267708023544,34.04646495799534,34.471947417012416,l,0.4294356660102494,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,2,6,20,5,34.48645041696727,,,,,,,,,34.472902874986175,34.48645041696727,35.47208441700786,35.47208441700786,35.47945924999658,36.47190975002013,t,0.9938873749924824,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,3,0,21,1,36.48640437499853,,,,,,,,,36.472697749966756,36.48640437499853,37.47200750000775,37.47200750000775,37.48036254197359,38.02149583300343,l,0.5431244590436108,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,3,1,22,6,38.035193208022974,,,,,,,,,38.02229133300716,38.035193208022974,39.02227479201974,39.02227479201974,39.030443708004896,39.63880037498893,t,0.6093491250067018,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,3,2,23,3,39.65331870800583,,,,,,,,,39.6397558330209,39.65331870800583,40.63976070797071,40.63976070797071,40.64682391699171,42.18240541697014,t,1.531685333000496,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,3,3,24,4,42.197456041991245,,,,,,,,,42.18319466698449,42.197456041991245,43.18053429201245,43.18053429201245,43.188100082974415,44.28195824997965,t,1.094780208019074,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,3,4,25,0,44.29730649996782,,,,,,,,,44.28276637499221,44.29730649996782,45.28065349999815,45.28065349999815,45.28799754200736,45.93962341698352,l,0.6552037500077859,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,3,5,26,2,45.95356583298417,,,,,,,,,45.94043249997776,45.95356583298417,46.94038483296754,46.94038483296754,46.94752616697224,47.465944374969695,l,0.5166817919816822,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,3,6,27,5,47.48055924999062,,,,,,,,,47.46681237500161,47.48055924999062,48.46397154201986,48.46397154201986,48.47104600002058,48.933123582974076,t,0.46008504199562594,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,4,0,28,5,48.943404917023145,,,,,,,,,48.93416991701815,48.943404917023145,49.9307753330213,49.9307753330213,49.93781366699841,50.722229167004116,t,0.7893152089673094,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,4,1,29,2,50.73693941702368,,,,,,,,,50.72304800001439,50.73693941702368,51.72353449999355,51.72353449999355,51.73068858298939,52.72662179201143,l,0.9916987919714302,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,4,2,30,4,52.73844312498113,,,,,,,,,52.72742216702318,52.73844312498113,53.723513083008584,53.723513083008584,53.73070974997245,54.53306812501978,t,0.7985560420202091,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,4,3,31,6,54.549547916976735,,,,,,,,,54.534095583017915,54.549547916976735,55.53095587500138,55.53095587500138,55.54710341698956,57.0224870829843,t,1.4846316660405137,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,4,4,32,0,57.03664670797298,,,,,,,,,57.02332220796961,57.03664670797298,58.013997333007865,58.013997333007865,58.03107095800806,58.666127957985736,l,0.6428530419943854,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,4,5,33,3,58.68164608301595,,,,,,,,,58.66709704202367,58.68164608301595,59.66455216699978,59.66455216699978,59.671523791970685,60.5227482499904,t,0.8514789170003496,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,4,6,34,1,60.537412207981106,,,,,,,,,60.523693041992374,60.537412207981106,61.52340541698504,61.52340541698504,61.53047987498576,62.25599570799386,l,0.7258277079672553,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,5,0,35,4,62.27116358297644,,,,,,,,,62.25680504197953,62.27116358297644,63.25648183299927,63.25648183299927,63.263718125002924,64.40599529200699,t,1.1430937919649296,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,5,1,36,5,64.42002670798684,,,,,,,,,64.40678083297098,64.42002670798684,65.40792787499959,65.40792787499959,65.4148499579751,65.78546562499832,t,0.36401112499879673,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,5,2,37,3,65.8022170420154,,,,,,,,,65.78631566697732,65.8022170420154,66.78125112497946,66.78125112497946,66.79789237497607,67.08342654199805,t,0.2914902920019813,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,5,3,38,6,67.09830025001429,,,,,,,,,67.08438741700957,67.09830025001429,68.08135704201413,68.08135704201413,68.08895800000755,68.50659995799651,t,0.42298145801760256,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
11,30,7,5,4,39,0,68.52126454201061,,,,,,,,,68.50755120802205,68.52126454201061,69.50711262499681,69.50711262499681,69.51400233298773,70.0892505000229,l,0.5755075000342913,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,5,5,40,1,70.10318087501219,,,,,,,,,70.09004337497754,70.10318087501219,71.09055845800322,71.09055845800322,71.09763745800592,71.5833785830182,l,0.4825243749655783,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,5,6,41,2,71.59829670801992,,,,,,,,,71.58422179199988,71.59829670801992,72.58154791698325,72.58154791698325,72.58864483301295,72.83329645800404,l,0.24684012500802055,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
40,55,62,6,0,42,3,72.84927154198522,,,,,,,,,72.83425249997526,72.84927154198522,73.83145804196829,73.83145804196829,73.84838279196993,74.10627416701755,l,0.27106670796638355,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
49,60,89,6,1,43,4,74.12022512499243,,,,,,,,,74.10705891699763,74.12022512499243,75.10739274998195,75.10739274998195,75.11457795801107,75.33345937501872,t,0.22129354201024398,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
67,75,119,6,2,44,5,75.34841924998909,,,,,,,,,75.3344271670212,75.34841924998909,76.33151987497695,76.33151987497695,76.33912041701842,76.56651066697668,t,0.2285208330140449,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
78,80,162,6,3,45,6,76.58154774998548,,,,,,,,,76.56747379200533,76.58154774998548,77.56493929197313,77.56493929197313,77.57194666698342,77.8233476249734,t,0.25163408397929743,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
15,35,13,6,4,46,1,77.83775829197839,,,,,,,,,77.82430329197086,77.83775829197839,78.82340420800028,78.82340420800028,78.83170216699364,79.32326475001173,l,0.4978928330237977,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
27,50,21,6,5,47,2,79.33700579201104,,,,,,,,,79.32404908299213,79.33700579201104,80.32377629197435,80.32377629197435,80.33075966697652,80.63366166700143,l,0.30452212499221787,None,,,,,PB,001,2024-11-17_20h07.28.757,v7,2024.1.5,None,2024-11-17 20h07.37.081909 +0530,
